,city,state
20193,Soham,New Mexico
20194,Ryder,North Dakota
20195,Sugarloaf Saw Mill,California
20196,Offerman,Georgia
20197,South La Paloma,Texas
20198,Rensselaer Falls,New York
20199,Stevinson,California
20200,Thurston,New York
20201,Yale,Iowa
20202,Muscotah,Kansas
20203,Sedan,Montana
20204,Conger,Minnesota
20205,Pavillion,Wyoming
20206,West Logan,Ohio
20207,Goshen Hunt Hills,Maryland
20208,Winterhaven,California
20209,Biltmore,Tennessee
20210,Harcourt,Iowa
20211,Campbell,Missouri
20212,Rocky Ford,Oklahoma
20213,Lakeside,Iowa
20214,Linthicum Heights,Maryland
20215,Chebanse,Illinois
20216,Big Creek,California
20217,Carpenter,Wyoming
20218,Batavia,Wisconsin
20219,Moneta,Virginia
20220,Chidester,Arkansas
20221,Litchfield,New York
20222,Friendship,Arkansas
20223,Fredonia,Alabama
20224,Moore,Idaho
20225,Summitville,Ohio
20226,Herbst,Indiana
20227,Cal-Nev-Ari,Nevada
20228,Tacna,Arizona
20229,Silverstreet,South Carolina
20230,Salt Rock,West Virginia
20231,Cash,Arkansas
20232,Alpaugh,California
20233,Millersburg,Illinois
20234,Goshen,New Jersey
20235,Summerhill,Pennsylvania
20236,Victor,California
20237,Burke,New York
20238,Rio,Virginia
20239,Antwerp,New York
20240,Raymond,Nebraska
20241,Byars,Oklahoma
20242,Mayland,Tennessee
20243,Blodgett,Oregon
20244,Jacks Creek,Tennessee
20245,Ruth,North Carolina
20246,Randsburg,California
20247,Smithfield,New York
20248,Marshfield,Indiana
20249,Tamms,Illinois
20250,Purdue University,Indiana
20251,Cleveland,North Dakota
20252,Washingtonville,Ohio
20253,New Liberty,Iowa
20254,Springboro,Pennsylvania
20255,Hamilton,Washington
20256,Merigold,Mississippi
20257,Valentine,Arizona
20258,Cuyamungue Grant,New Mexico
20259,Wanchese,North Carolina
20260,Spring Lake,Indiana
20261,Bear Creek,California
20262,Goldsmith,Texas
20263,Ola,Arkansas
20264,Stovall,North Carolina
20265,Anthon,Iowa
20266,Aripeka,Florida
20267,Clay,West Virginia
20268,Norwood Court,Missouri
20269,Bendersville,Pennsylvania
20270,Venice,Nebraska
20271,Wendover,Utah
20272,Dubberly,Louisiana
20273,Bogota,Tennessee
20274,Grangerland,Texas
20275,Milwaukee,North Carolina
20276,Salem,Georgia
20277,Cliff Village,Missouri
20278,Baltic,Ohio
20279,North Henderson,Illinois
20280,Estelline,South Dakota
20281,Goodsprings,Nevada
20282,Rye,Arizona
20283,Juliette,Georgia
20284,Lemon Cove,California
20285,Hiwasse,Arkansas
20286,Brimfield,Illinois
20287,Omaha,Arkansas
20288,Cassoday,Kansas
20289,Duncombe,Iowa
20290,Echo,Louisiana
20291,Belvoir,North Carolina
20292,Burkettsville,Ohio
20293,Hampton,New York
20294,Colton,Washington
20295,Trent,Texas
20296,Carlin,Nevada
20297,McArthur,California
20298,Detmold,Maryland
20299,Richland,Texas
20300,Albin,Wyoming
20301,Convoy,Ohio
20302,Barnsdall,Oklahoma
20303,Dorchester,New Jersey
20304,Grand Isle,Louisiana
20305,Zwingle,Iowa
20306,New Cumberland,West Virginia
20307,Spring Lake,Utah
20308,Blandburg,Pennsylvania
20309,Menlo,Georgia
20310,Three Rocks,California
20311,Riviera,Texas
20312,Randolph,Mississippi
20313,Hockingport,Ohio
20314,Shorewood Hills,Wisconsin
20315,Iuka,Illinois
20316,Talpa,New Mexico
20317,Balmorhea,Texas
20318,Oak Ridge,Missouri
20319,Andersonville,Georgia
20320,Rocky Mound,Texas
20321,Standing Rock,Alabama
20322,Bronson,Iowa
20323,Meadowlands,Pennsylvania
20324,Danube,New York
20325,Dowell,Illinois
20326,Centerville,Kansas
20327,St. Leon,Indiana
20328,Somerset,Kansas
20329,Tooleville,California
20330,Morea,Pennsylvania
20331,Oil City,Louisiana
20332,Paradise Park,California
20333,Linden,Iowa
20334,Lauderdale,Mississippi
20335,Monson,California
20336,Rosedale,New Mexico
20337,Elkton,Oregon
20338,Pecan Park,New Mexico
20339,Homestead,Missouri
20340,Lester,Alabama
20341,Catahoula,Louisiana
20342,Muncie,Illinois
20343,Clarktown,Ohio
20344,Tryon,Nebraska
20345,McKittrick,California
20346,Oak Hill,West Virginia
20347,Elaine,Arkansas
20348,Tilghmanton,Maryland
20349,Millerton,New York
20350,Barrington,New York
20351,Moscow,Maryland
20352,Urbana,Missouri
20353,Davey,Nebraska
20354,Hazel,Kentucky
20355,South Haven,Kansas
20356,Bigelow,Minnesota
20357,Glasgow,West Virginia
20358,Gorham,Illinois
20359,Wilburton Number One,Pennsylvania
20360,Uncertain,Texas
20361,Sidney,Indiana
20362,La Rose,Illinois
20363,Mineola,Iowa
20364,Maysville,Iowa
20365,Knob Lick,Missouri
20366,Mitchellville,Tennessee
20367,Seltzer,Pennsylvania
20368,Burlington,Pennsylvania
20369,Los Alvarez,Texas
20370,Cameron,New York
20371,Atlantic,Pennsylvania
20372,Crofton,Kentucky
20373,Loleta,California
20374,Union Deposit,Pennsylvania
20375,Dickens,Iowa
20376,Alpine,Arkansas
20377,Munjor,Kansas
20378,Cedar Bluff,Virginia
20379,Vantage,Washington
20380,North Blenheim,New York
20381,Gerton,North Carolina
20382,Lumberport,West Virginia
20383,Markham,Texas
20384,Cromwell,Indiana
20385,Leesville,Ohio
20386,Groveland,California
20387,Lyford,Texas
20388,Chauncey,Ohio
20389,Stanley,Kentucky
20390,Sandyville,Ohio
20391,Plymouth,Iowa
20392,Albany,Oklahoma
20393,West Milford,West Virginia
20394,Aldrich,Missouri
20395,Reed Point,Montana
20396,Asbury,Missouri
20397,Gold Hill,North Carolina
20398,Howardsville,Virginia
20399,Commerce,Missouri
20400,Keomah Village,Iowa
20401,San Simon,Arizona
20402,Glenn Springs,South Carolina
20403,Silverdale,Kansas
20404,Fort Ripley,Minnesota
20405,Emison,Indiana
20406,Wurtland,Kentucky
20407,Springhill,Montana
20408,Lindley,New York
20409,Mill Creek,West Virginia
20410,Colon,Nebraska
20411,East Avon,New York
20412,South Coyote,California
20413,Prairie Home,Nebraska
20414,Lisle,New York
20415,Conasauga,Tennessee
20416,George,Washington
20417,Middletown Springs,Vermont
20418,Russell,Minnesota
20419,Melia,Nebraska
20420,Cameron,Louisiana
20421,Hood,California
20422,Huntleigh,Missouri
20423,Lowrys,South Carolina
20424,Ravenwood,Missouri
20425,Potosi,Wisconsin
20426,Brooklyn Heights,Missouri
20427,Harford,New York
20428,Wilton Center,Illinois
20429,Gore,Virginia
20430,Le Grand,California
20431,Coal Fork,West Virginia
20432,Macclesfield,North Carolina
20433,Grambling,Louisiana
20434,Emlyn,Kentucky
20435,Waldenburg,Arkansas
20436,La Vina,California
20437,Muniz,Texas
20438,Towner,North Dakota
20439,Bache,Oklahoma
20440,Greigsville,New York
20441,Morse,Louisiana
20442,Roots,Pennsylvania
20443,Dalton,Minnesota
20444,Garvin,Minnesota
20445,Beal City,Michigan
20446,Sleepy Hollow,Wyoming
20447,Wilson,Wisconsin
20448,Beaman,Iowa
20449,Ashland Heights,South Dakota
20450,Hebron,Wisconsin
20451,Pierron,Illinois
20452,Lake Roberts,New Mexico
20453,Dinosaur,Colorado
20454,Bucksport,South Carolina
20455,Tacoma,Virginia
20456,Westmorland,California
20457,Colony Fairfield,Maryland
20458,Luxemburg,Iowa
20459,Brecon,Ohio
20460,Croweburg,Kansas
20461,Mingo,Iowa
20462,Neeses,South Carolina
20463,Balltown,Iowa
20464,Turbeville,South Carolina
20465,St. Joseph,Kentucky
20466,Chittenden,Vermont
20467,Alta Vista,Kansas
20468,Kittrell,North Carolina
20469,Kleindale,Arizona
20470,Maceo,Kentucky
20471,Palmyra,Utah
20472,Higginsport,Ohio
20473,Regan,North Dakota
20474,Barkeyville,Pennsylvania
20475,Santo,Texas
20476,Imbler,Oregon
20477,Castle Hayne,North Carolina
20478,Tiawah,Oklahoma
20479,Hamburg,Ohio
20480,Marathon,Iowa
20481,Ohio,New York
20482,Jackson,Nebraska
20483,East Stone Gap,Virginia
20484,Edgar,Montana
20485,Madison,Pennsylvania
20486,Clarkton,Missouri
20487,Conesville,Iowa
20488,Free Union,Virginia
20489,Princeton,South Carolina
20490,Rochester,Kentucky
20491,Lawtonka Acres,Oklahoma
20492,Arimo,Idaho
20493,Russellville,Ohio
20494,Irondale,Ohio
20495,Hunterstown,Pennsylvania
20496,Beechmont,Kentucky
20497,Tallula,Illinois
20498,Platea,Pennsylvania
20499,Cedar Grove,West Virginia
20500,Princeton,Idaho
20501,Smartsville,California
20502,Edenborn,Pennsylvania
20503,Parkman,Wyoming
20504,Bath,North Carolina
20505,Canadohta Lake,Pennsylvania
20506,Central,Arizona
20507,Iota,Louisiana
20508,Northwest Stanwood,Washington
20509,Fort Bridger,Wyoming
20510,Bardwell,Texas
20511,McIntosh,Alabama
20512,Lubeck,West Virginia
20513,Williston,Ohio
20514,Upham,North Dakota
20515,Timbercreek Canyon,Texas
20516,Brogan,Oregon
20517,Maringouin,Louisiana
20518,Hilltop,Minnesota
20519,Swedona,Illinois
20520,Burton,Illinois
20521,Jerseytown,Pennsylvania
20522,Ojo Caliente,New Mexico
20523,Pinesburg,Maryland
20524,Bridgeport,Kansas
20525,Monroe,South Dakota
20526,Sidon,Mississippi
20527,Ferguson,Iowa
20528,Antelope Acres,California
20529,North Alamo,Texas
20530,Hermleigh,Texas
20531,Ophir,Utah
20532,Raub,Indiana
20533,Deep Water,West Virginia
20534,Roberta,Georgia
20535,Wingo,Kentucky
20536,Scottsburg,New York
20537,Gallaway,Tennessee
20538,North Cleveland,Texas
20539,Sheppton,Pennsylvania
20540,Strawn,Illinois
20541,Rhodes,Montana
20542,Sedgewickville,Missouri
20543,Upton,Wyoming
20544,Numidia,Pennsylvania
20545,Ore Hill,Pennsylvania
20546,Sioux Rapids,Iowa
20547,Huson,Montana
20548,Tyre,New York
20549,Prairieburg,Iowa
20550,Parc,New York
20551,Equality,Alabama
20552,Section,Alabama
20553,Paris,Michigan
20554,Sheldon,South Carolina
20555,Mila Doce,Texas
20556,Economy,Indiana
20557,Boston,Indiana
20558,Tyngsboro,Massachusetts
20559,Stevenson Park,Maryland
20560,Foster,Nebraska
20561,Cowan,California
20562,Wellfleet,Nebraska
20563,Center Junction,Iowa
20564,Omega,Georgia
20565,Jeffersonville,Georgia
20566,Dover,Missouri
20567,Smithland,Kentucky
20568,Palmview South,Texas
20569,Powell,Alabama
20570,Glasgow,Illinois
20571,Keefton,Oklahoma
20572,Big Foot Prairie,Wisconsin
20573,Walnut Grove,Alabama
20574,Willard,Kansas
20575,Tse Bonito,New Mexico
20576,Allenport,Pennsylvania
20577,Gillsville,Georgia
20578,Bowmanstown,Pennsylvania
20579,St. Marys,Iowa
20580,Weeki Wachee,Florida
20581,Kimmswick,Missouri
20582,Gamaliel,Arkansas
20583,Coupland,Texas
20584,Cove City,North Carolina
20585,Headrick,Oklahoma
20586,Robbins,California
20587,Orick,California
20588,Weir,Texas
20589,Goodland,Minnesota
20590,Foosland,Illinois
20591,Eagle Lake,Pennsylvania
20592,Mulhall,Oklahoma
20593,Black Lick,Pennsylvania
20594,Bombay,New York
20595,Kurten,Texas
20596,Indian Lake,Texas
20597,Starks,Louisiana
20598,Baker,California
20599,Maupin,Oregon
20600,Westpoint,Tennessee
20601,Pleasant View,Pennsylvania
20602,Porterville,Mississippi
20603,Chaires,Florida
20604,Decker,Indiana
20605,Cruger,Mississippi
20606,East Gaffney,South Carolina
20607,Miranda,California
20608,Firth,Idaho
20609,Industry,Illinois
20610,Stonewall,Oklahoma
20611,Canadian Shores,Oklahoma
20612,Moose Run,Pennsylvania
20613,Fairland,Oklahoma
20614,East Carondelet,Illinois
20615,Mount Carbon,Pennsylvania
20616,Trowbridge,California
20617,Crescent,Georgia
20618,Benoit,Mississippi
20619,Poulan,Georgia
20620,Laurel Park,Virginia
20621,Makaha Valley,Hawaii
20622,Superior,Wyoming
20623,Kensett,Iowa
20624,Palmyra,Virginia
20625,Longfellow,Pennsylvania
20626,Standard City,Illinois
20627,Comfort,West Virginia
20628,Wallace,South Dakota
20629,Custer,Michigan
20630,Stoney Point,Oklahoma
20631,Glacier View,Alaska
20632,East Altoona,Pennsylvania
20633,Katherine,Arizona
20634,Seven Springs,Pennsylvania
20635,Descanso,California
20636,Pickering,Missouri
20637,Grand View,Idaho
20638,Garrattsville,New York
20639,Meadow View,Virginia
20640,Deerfield,Kansas
20641,Brandonville,Pennsylvania
20642,Falkland,North Carolina
20643,Pierceville,Kansas
20644,Jasper,New York
20645,Wedron,Illinois
20646,Addy,Washington
20647,Mathews,Louisiana
20648,Watha,North Carolina
20649,Charmwood,Missouri
20650,Reid,Maryland
20651,Nectar,Alabama
20652,Stark,New York
20653,Smithtown,North Carolina
20654,Grantsboro,North Carolina
20655,Bayou Goula,Louisiana
20656,Monte Alto,Texas
20657,Citrus City,Texas
20658,Camptonville,California
20659,Whitmire,South Carolina
20660,Miller,Ohio
20661,Sulphur Springs,Ohio
20662,Neihart,Montana
20663,Flat,Texas
20664,Odessa,Delaware
20665,Mount Etna,Indiana
20666,Wakonda,South Dakota
20667,Woodruff,Arizona
20668,Fort Hill,Oregon
20669,Pierpoint,California
20670,Joiner,Arkansas
20671,Rockville,Missouri
20672,Harlem Heights,Florida
20673,Dugger,Indiana
20674,Adams,Illinois
20675,Tracys Landing,Maryland
20676,Tull,Arkansas
20677,Staplehurst,Nebraska
20678,Encantada-Ranchito-El Calaboz,Texas
20679,Mora,New Mexico
20680,Dora,New Mexico
20681,China Lake Acres,California
20682,Lavalette,West Virginia
20683,Connorville,Ohio
20684,Gillette,Wyoming
20685,Sylvania,Pennsylvania
20686,Basalt,Idaho
20687,Milladore,Wisconsin
20688,Accoville,West Virginia
20689,Fountain Springs,Pennsylvania
20690,Raritan,Illinois
20691,Shawneetown,Missouri
20692,Evaro,Montana
20693,New Trier,Minnesota
20694,Almont,North Dakota
20695,Pinon,New Mexico
20696,Reliance,Wyoming
20697,Penn State Berks,Pennsylvania
20698,Etowah,Arkansas
20699,Osyka,Mississippi
20700,McFarland,Kansas
20701,Nelson,Arizona
20702,Black,Alabama
20703,Hawleyville,Connecticut
20704,McCook,Illinois
20705,Madison,New York
20706,Raymer (New Raymer),Colorado
20707,Lowpoint,Illinois
20708,Salineño,Texas
20709,Cankton,Louisiana
20710,Weston,Vermont
20711,Foreman,Arkansas
20712,Searchlight,Nevada
20713,Norge,Oklahoma
20714,Hartstown,Pennsylvania
20715,Lomax,Illinois
20716,Hammondville,Alabama
20717,Yucca,Arizona
20718,Mountville,South Carolina
20719,Alvin,Illinois
20720,Pitkin,Louisiana
20721,Eden,Wyoming
20722,Salix,Iowa
20723,Villenova,New York
20724,Broeck Pointe,Kentucky
20725,Valley Home,California
20726,West Pawlet,Vermont
20727,Breesport,New York
20728,Clarysville,Maryland
20729,Buck Creek,Indiana
20730,Light Oak,North Carolina
20731,Morrisville,Missouri
20732,Minburn,Iowa
20733,Joslin,Illinois
20734,Donahue,Iowa
20735,La Madera,New Mexico
20736,Catharpin,Virginia
20737,Eldorado,Oklahoma
20738,Troupsburg,New York
20739,Maxatawny,Pennsylvania
20740,Douglas,North Dakota
20741,Ketchikan,Alaska
20742,Baxter,West Virginia
20743,Montpelier,Louisiana
20744,Somis,California
20745,Merino,Colorado
20746,Monroe City,Indiana
20747,Prescott,Kansas
20748,Fort Shaw,Montana
20749,Mesquite,New Mexico
20750,Elrosa,Minnesota
20751,Johnson Park,California
20752,El Chaparral,Texas
20753,De Kalb,Texas
20754,Campbell Hill,Illinois
20755,Gilson,Illinois
20756,Valle Vista,New Mexico
20757,Woolsey,Georgia
20758,Centerport,Pennsylvania
20759,Mesa,Washington
20760,Hanover,Wisconsin
20761,Oretta,Louisiana
20762,Luther,Iowa
20763,Lemont Furnace,Pennsylvania
20764,Blunt,South Dakota
20765,Erin,New York
20766,Paskenta,California
20767,Altona,Illinois
20768,Boykins,Virginia
20769,Bradley,South Carolina
20770,Kingsland,Arkansas
20771,Masontown,West Virginia
20772,San Carlos,Texas
20773,Maysville,Arkansas
20774,Bethany,Indiana
20775,Teutopolis,Illinois
20776,Patmos,Arkansas
20777,Raglesville,Indiana
20778,Lloydsville,Ohio
20779,Nile,Washington
20780,Scott,Mississippi
20781,Egan,Louisiana
20782,Butler,Oklahoma
20783,Frizzleburg,Pennsylvania
20784,Millwood,Pennsylvania
20785,Kelly,Wyoming
20786,Seven Hills,Colorado
20787,Bunceton,Missouri
20788,Jennings,Oklahoma
20789,Metcalfe,Mississippi
20790,Friesland,Wisconsin
20791,San Ildefonso Pueblo,New Mexico
20792,Devers,Texas
20793,Foundryville,Pennsylvania
20794,Mount Vernon,Alabama
20795,Great Bend,North Dakota
20796,Gulfport,Illinois
20797,Saltaire,New York
20798,Essex,Montana
20799,Los Ebanos,Texas
20800,Good Hope,Ohio
20801,Plessis,New York
20802,Daggett,Michigan
20803,Sombrillo,New Mexico
20804,Merrill,Michigan
20805,Yatesville,Georgia
20806,Cannondale,Connecticut
20807,Samak,Utah
20808,Beatty,Oregon
20809,Grand Detour,Illinois
20810,Eagle Rock,Virginia
20811,Anatone,Washington
20812,Gladstone,Illinois
20813,Leon,New York
20814,Junction City,Arkansas
20815,Batchtown,Illinois
20816,Ferrelview,Missouri
20817,Sugar Bush Knolls,Ohio
20818,Clear Lake,Illinois
20819,Unadilla Forks,New York
20820,Galestown,Maryland
20821,Flowing Springs,Arizona
20822,Volga,South Dakota
20823,Corydon,Kentucky
20824,Summersville,Kentucky
20825,Point MacKenzie,Alaska
20826,Frankstown,Pennsylvania
20827,Jacksonburg,Ohio
20828,Point Place,Louisiana
20829,Cherokee Strip,California
20830,Salley,South Carolina
20831,Indianola,Oklahoma
20832,Roosevelt Estates,Arizona
20833,Cullom,Illinois
20834,Alsey,Illinois
20835,Houstonia,Missouri
20836,Weissport,Pennsylvania
20837,Glen Wilton,Virginia
20838,Castella,California
20839,Hayward,Minnesota
20840,Eutawville,South Carolina
20841,Hawley,Massachusetts
20842,East Alto Bonito,Texas
20843,Ripley,Oklahoma
20844,North Hills,West Virginia
20845,Enon Valley,Pennsylvania
20846,Galt,Illinois
20847,Coy,Arkansas
20848,Rogers,Ohio
20849,Taos Pueblo,New Mexico
20850,Yukon,Pennsylvania
20851,Rapelje,Montana
20852,Velarde,New Mexico
20853,West Friendship,Maryland
20854,Fulton,Wisconsin
20855,Van,West Virginia
20856,Shamrock,Oklahoma
20857,Emerson,Arkansas
20858,Hastings,Iowa
20859,Salesville,Ohio
20860,Chemung,Illinois
20861,Bailey's Prairie,Texas
20862,Sandy Level,Virginia
20863,Pauline,South Carolina
20864,Captree,New York
20865,Los Ojos,New Mexico
20866,Kell,Illinois
20867,Bearden,Arkansas
20868,Saddle Ridge,Colorado
20869,Pachuta,Mississippi
20870,Newtonia,Missouri
20871,Loomis,South Dakota
20872,Miamiville,Ohio
20873,Denning,Arkansas
20874,Tierra Bonita,Texas
20875,Viola,Kansas
20876,Paradise Valley,Nevada
20877,Sidney,Arkansas
20878,East Pecos,New Mexico
20879,Skidmore,Missouri
20880,Kirbyville,Missouri
20881,Graham,Missouri
20882,Cañones,New Mexico
20883,Lenkerville,Pennsylvania
20884,Loco Hills,New Mexico
20885,Capron,Virginia
20886,Antares,Arizona
20887,Peck,Kansas
20888,Ronneby,Minnesota
20889,Anderson,Alabama
20890,North Pearsall,Texas
20891,Spring Hill,Indiana
20892,Cloverdale,Mississippi
20893,Tracy,Montana
20894,Berino,New Mexico
20895,Eureka,North Carolina
20896,Carlsborg,Washington
20897,Nadine,New Mexico
20898,Kino Springs,Arizona
20899,Crawfordsville,Arkansas
20900,Bolton,Vermont
20901,Trivoli,Illinois
20902,Mosses,Alabama
20903,Belspring,Virginia
20904,Cuyahoga Heights,Ohio
20905,Woodsville,New York
20906,Long Creek,North Carolina
20907,Eschbach,Washington
20908,Triadelphia,West Virginia
20909,La Grange,Missouri
20910,Hibernia,New Jersey
20911,Vanoss,Oklahoma
20912,Bayou Vista,Louisiana
20913,Rio Grande,Ohio
20914,Monument,Pennsylvania
20915,Hollandale,Mississippi
20916,Pala,California
20917,St. Martin,Minnesota
20918,New Site,Mississippi
20919,Colburn,Indiana
20920,Branch,Louisiana
20921,East Randolph,New York
20922,Summit,Utah
20923,Kipton,Ohio
20924,Monterey,Louisiana
20925,Terminous,California
20926,Haydenville,Ohio
20927,Reeds,Missouri
20928,Pondsville,Maryland
20929,Pine Lakes,Florida
20930,Meckling,South Dakota
20931,Dutch Neck,New Jersey
20932,Martinsburg,Missouri
20933,Harmonsburg,Pennsylvania
20934,Mahaffey,Pennsylvania
20935,Littlejohn Island,Maine
20936,Kahlotus,Washington
20937,Cotopaxi,Colorado
20938,High Forest,Minnesota
20939,Mound Bayou,Mississippi
20940,Larwill,Indiana
20941,Biggersville,Mississippi
20942,Antelope Hills,Wyoming
20943,Mutual,Oklahoma
20944,Bushong,Kansas
20945,San Ygnacio,Texas
20946,Vera Cruz,Indiana
20947,Randolph,Tennessee
20948,Castleford,Idaho
20949,Sumner,Nebraska
20950,Adrian,Texas
20951,Wagram,North Carolina
20952,Ten Broeck,Kentucky
20953,Ekron,Kentucky
20954,Platter,Oklahoma
20955,Ellisville,Illinois
20956,Brownsville,Maryland
20957,Fowler,Illinois
20958,Shepardsville,Indiana
20959,Sadler,Texas
20960,Powderly,Texas
20961,Plumville,Pennsylvania
20962,Yankee Hill,California
20963,Wilton,Minnesota
20964,Chest Springs,Pennsylvania
20965,Doylestown,Wisconsin
20966,New Vienna,Iowa
20967,Bannock,Ohio
20968,Chapman,Pennsylvania
20969,Elbe,Washington
20970,Allison,Pennsylvania
20971,Pine Grove,Oregon
20972,North San Ysidro,New Mexico
20973,Nicholls,Georgia
20974,Ashville,Pennsylvania
20975,Brice,Ohio
20976,Joppa,Illinois
20977,Wacissa,Florida
20978,Granville,West Virginia
20979,Danbury,Iowa
20980,Greenbush,Wisconsin
20981,New Lebanon,Pennsylvania
20982,McClure,Illinois
20983,Road Runner,Texas
20984,Burdette,Arkansas
20985,Kerrtown,Pennsylvania
20986,Centerville,Louisiana
20987,Des Lacs,North Dakota
20988,Franklin,Missouri
20989,Amoret,Missouri
